ANO;TITULO;AUTORES
2015;Task Allocation Approaches In Distributed Agile Software Development: A Quasi-Systematic Review;Adriano Bessa Albuquerque
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;Juan Carlos Alvarado Alcócer
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;José Micael Ferreira Da Costa
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;Kaio Martins Ramos
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;Antônio Duarte Marcos Junior
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;Carlos Alberto Cáceres Coaquira
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;Artemis Pessoa Guimarães
2015;Tratamento De Esgoto Doméstico De Regiões Rurais Com Tanques De Evapotranspiração;João Batista Furlan Duarte
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Victor Hugo Costa De Albuquerque
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Cleisson Vieira Barbosa
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Cleiton Carvalho Silva
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Elineudo Pinho De Moura
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Pedro Pedrosa Rebouças Filho
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;João Paulo Papa
2015;Ultrasonic Sensor Signals And Optimum Path Forest Classifier For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;J M R S Tavares
2016;A Hybrid Model To Support The Early Diagnosis Of Breast Cancer;Davi Carvalho
2016;A Hybrid Model To Support The Early Diagnosis Of Breast Cancer;Plácido Rogerio Pinheiro
2016;A Hybrid Model To Support The Early Diagnosis Of Breast Cancer;Mirian Calíope Dantas Pinheiro
2016;A More Human-Like Portfolio Optimization Approach;Thuener Silva
2016;A More Human-Like Portfolio Optimization Approach;Plácido Rogerio Pinheiro
2016;A More Human-Like Portfolio Optimization Approach;Marcus Poggi
2016;A Multi-Criteria Model In Information Technology Infrastructure Problems;Carolina Ferreira
2016;A Multi-Criteria Model In Information Technology Infrastructure Problems;Andrea Nery
2016;A Multi-Criteria Model In Information Technology Infrastructure Problems;Plácido Rogerio Pinheiro
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Francisco Diego Lima Moreira
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Maurício Nunes Kleinberg
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Hemerson Furtado Arruda
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Francisco Nélio Costa Freitas
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Marcelo Monteiro Valente Parente
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Victor Hugo Costa De Albuquerque
2016;A Novel Vickers Hardness Measurement Technique Based On Adaptive Balloon Active Contour Method;Pedro Pedrosa Rebouças Filho
2016;A Random-Key Genetic Algorithm For Solving The Nesting Problem;Plácido Rogerio Pinheiro
2016;A Random-Key Genetic Algorithm For Solving The Nesting Problem;Bonfim Amaro Júnior
2016;A Random-Key Genetic Algorithm For Solving The Nesting Problem;Rommel D Saraiva
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;Igor Rafael S Valente
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;Paulo César Cortez
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;Edson Cavalcanti Neto
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;José Marques Soares
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;Victor Hugo Costa De Albuquerque
2016;Automatic 3D Pulmonary Nodule Detection In Ct Images: A Survey;João Manuel R S Tavares
2016;Change Management: Implementation And Benefits Of The Change Control In The Information Technology Environment;Paulo Roberto Martins De Andrade
2016;Change Management: Implementation And Benefits Of The Change Control In The Information Technology Environment;Adriano Bessa Albuquerque
2016;Change Management: Implementation And Benefits Of The Change Control In The Information Technology Environment;Weskleidourado Teófilo
2016;Classification Of Electromyography Signals Using Relevance Vector Machines And Fractal Dimension;Clodoaldo A M Lima
2016;Classification Of Electromyography Signals Using Relevance Vector Machines And Fractal Dimension;André Luís Vasconcelos Coelho
2016;Classification Of Electromyography Signals Using Relevance Vector Machines And Fractal Dimension;Renata C B Madeo
2016;Classification Of Electromyography Signals Using Relevance Vector Machines And Fractal Dimension;Sarajane M Peres
2016;"Cloud Crawler&Lt;/I&Gt; : A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds";Matheus Cunha
2016;"Cloud Crawler&Lt;/I&Gt; : A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds";Nabor Das Chagas Mendonça
2016;"Cloud Crawler&Lt;/I&Gt; : A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds";Américo Sampaio
2016;Cloud Crawler: A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds;Matheus Cunha
2016;Cloud Crawler: A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds;Nabor Mendonça
2016;Cloud Crawler: A Declarative Performance Evaluation Environment For Infrastructure-As-A-Service Clouds;Americo Tadeu Falcone Sampaio
2016;Comparison Of Acceleration Data Structures For High Quality Fast Reflections Of Static And Deformable Models In Walkthrough Animations;Daniel Valente Macedo
2016;Comparison Of Acceleration Data Structures For High Quality Fast Reflections Of Static And Deformable Models In Walkthrough Animations;Maria Andréia Formico Rodrigues
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;Juliana Martins Oliveira
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;Jose Clailton M Jorge
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;João Batista Furlan Duarte
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;Victor Hugo Costa De Albuquerque
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;Juliana Martins De Oliveira
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;José Clailton M Jorge
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;João Batista F Duarte
2016;Complementary Treatment For Children With Cerebral Palsy Based On Virtual Reality;Victor Hugo Costa De Albuquerque
2016;Enhancing Perceptrons With Contrastive Biclusters;André Luís Vasconcelos Coelho
2016;Enhancing Perceptrons With Contrastive Biclusters;F O De França
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;Edgard De Macedo Silva
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;Josinaldo Pereira Leite
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;Francisco A De França Neto
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;João P Leite
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;Walter M L Fialho
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;Victor Hugo Costa De Albuquerque
2016;Evaluation Of The Magnetic Permeability For The Microstructural Characterization Of A Duplex Stainless Steel;J M R S Tavares
2016;Evangelizing Hci Research And Practice In Brazil;Maria Elizabeth Sucupira Furtado
2016;Evangelizing Hci Research And Practice In Brazil;Tayanna Comte
2016;Evangelizing Hci Research And Practice In Brazil;Simone Diniz Junqueira Barbosa
2016;Evangelizing Hci Research And Practice In Brazil;Cristiano Maciel
2016;Evangelizing Hci Research And Practice In Brazil;Paulo Melo
2016;Evangelizing Hci Research And Practice In Brazil;Cleidson De Sousa
2016;Flexsts: Um Framework Para Similaridade Semântica Textual;Janio Freire
2016;Flexsts: Um Framework Para Similaridade Semântica Textual;Vládia Célia Monteiro Pinheiro
2016;Flexsts: Um Framework Para Similaridade Semântica Textual;David Feitosa
2016;Guest Editorial: Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);Maria Andréia Formico Rodrigues
2016;Guest Editorial: Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);Esteban Walter Gonzales Clua
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;Edgard De Macedo Silva
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;Josinaldo Pereira Leite
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;João Pereira Leite
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;Walter Macedo Lins Fialho
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;Victor Hugo Costa De Albuquerque
2016;Induced Magnetic Field Used To Detect The Sigma Phase Of A 2205 Duplex Stainless Steel;João Manuel R S Tavares
2016;Machine Learning Algorithms For Automatic Classification Of Marmoset Vocalizations;Hjalmar K Turesson
2016;Machine Learning Algorithms For Automatic Classification Of Marmoset Vocalizations;Sidarta Tollendal Gomes Ribeiro
2016;Machine Learning Algorithms For Automatic Classification Of Marmoset Vocalizations;Danillo R Pereira
2016;Machine Learning Algorithms For Automatic Classification Of Marmoset Vocalizations;J P Papa
2016;Machine Learning Algorithms For Automatic Classification Of Marmoset Vocalizations;Victor Hugo Costa De Albuquerque
2016;Managing Uncertainty In Autonomic Cloud Elasticity Controllers;Pooyan Jamshidi
2016;Managing Uncertainty In Autonomic Cloud Elasticity Controllers;Claus Pahl
2016;Managing Uncertainty In Autonomic Cloud Elasticity Controllers;Nabor Das Chagas Mendonça
2016;Multi-Label Meta-Learning Approach For The Automatic Configuration Of Classifier Ensembles;D S C Nascimento
2016;Multi-Label Meta-Learning Approach For The Automatic Configuration Of Classifier Ensembles;André Luís Vasconcelos Coelho
2016;Multi-Label Meta-Learning Approach For The Automatic Configuration Of Classifier Ensembles;A M P Canuto
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Juliana Oliveira
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Rafael Fernandes
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Cristtiano Pinto
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Plácido Rogerio Pinheiro
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Sidarta Ribeiro
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Victor Hugo C De Albuquerque
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Julina Martins De Oliveira
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Rafael Carneiro Gurgel Fernandes
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Plácido Rogério Pinheiro
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Sidarta Tollendal Gomes Ribeiro
2016;Novel Virtual Environment For Alternative Treatment Of Children With Cerebral Palsy;Victor Hugo Costa De Albuquerque
2016;Pattern-Based Multi-Cloud Architecture Migration;Pooyan Jamshidi
2016;Pattern-Based Multi-Cloud Architecture Migration;Claus Pahl
2016;Pattern-Based Multi-Cloud Architecture Migration;Nabor Das Chagas Mendonça
2016;Real-Time Dynamic Reflections For Realistic Rendering Of 3D Scenes;Daniel Valente De Macedo
2016;Real-Time Dynamic Reflections For Realistic Rendering Of 3D Scenes;Maria Andréia Formico Rodrigues
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;Victor Hugo C De Albuquerque
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;Plácido Rogerio Pinheiro
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;João Paulo Papa
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;João Manuel R S Tavares
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;Ronaldo Parente De Menezes
2016;Recent Advances In Brain Signal Analysis: Methods And Applications;Carlos A S Oliveira
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Rômulo Santos
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Adriano Albuquerque
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Plácido Rogerio Pinheiro
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Rômulo Santos
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Adriano Bessa Albuquerque
2016;Towards The Applied Hybrid Model In Requirements Prioritization;Plácido Rogerio Pinheiro
2016;Uma Abordagem Para Provisionamento Automático De Sensores Em Nuvens De Sensores;Marcus Lemos
2016;Uma Abordagem Para Provisionamento Automático De Sensores Em Nuvens De Sensores;Carlos Carvalho
2016;Uma Abordagem Para Provisionamento Automático De Sensores Em Nuvens De Sensores;Douglas Lopes
2016;Uma Abordagem Para Provisionamento Automático De Sensores Em Nuvens De Sensores;Raimir Holanda Filho
2016;Uma Abordagem Para Provisionamento Automático De Sensores Em Nuvens De Sensores;Ricardo Rabêlo
2017;A Novel Mobile Robot Localization Approach Based On Topological Maps Using Classification With Reject Option In Omnidirectional Images;Leandro B Marinho
2017;A Novel Mobile Robot Localization Approach Based On Topological Maps Using Classification With Reject Option In Omnidirectional Images;Jefferson S Almeida
2017;A Novel Mobile Robot Localization Approach Based On Topological Maps Using Classification With Reject Option In Omnidirectional Images;João Wellington M Souza
2017;A Novel Mobile Robot Localization Approach Based On Topological Maps Using Classification With Reject Option In Omnidirectional Images;Victor Hugo Costa De Albuquerque
2017;A Novel Mobile Robot Localization Approach Based On Topological Maps Using Classification With Reject Option In Omnidirectional Images;Pedro P Rebouças Filho
2017;A Parallel Biased Random-Key Genetic Algorithm With Multiple Populations Applied To Irregular Strip Packing Problems;Bonfim Amaro Júnior
2017;A Parallel Biased Random-Key Genetic Algorithm With Multiple Populations Applied To Irregular Strip Packing Problems;Plácido Rogerio Pinheiro
2017;A Parallel Biased Random-Key Genetic Algorithm With Multiple Populations Applied To Irregular Strip Packing Problems;Pedro Veras
2017;A Serious Game To Practice Stretches And Exercises For A Correct And Healthy Posture;Maria Andréia Formico Rodrigues
2017;A Serious Game To Practice Stretches And Exercises For A Correct And Healthy Posture;Yvens Rebouças Serpa
2017;A Serious Game To Practice Stretches And Exercises For A Correct And Healthy Posture;Daniel Valente De Macedo
2017;A Serious Game To Practice Stretches And Exercises For A Correct And Healthy Posture;Edimo Sousa Silva
2017;Analysis Of Human Tissue Densities: A New Approach To Extract Features From Medical Images;Pedro Pedrosa Rebouças Filho
2017;Analysis Of Human Tissue Densities: A New Approach To Extract Features From Medical Images;Victor Hugo Costa De Albuquerque
2017;Analysis Of Human Tissue Densities: A New Approach To Extract Features From Medical Images;João Manuel R S Tavares
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Marum Simão Filho
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Plácido Rogerio Pinheiro
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Adriano Bessa Albuquerque
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Marum Simão Filho
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Plácido Rogério Pinheiro
2017;Analysis Of Task Allocation In Distributed Software Development Through A Hybrid Methodology Of Verbal Decision Analysis;Adriano Bessa Albuquerque
2017;Brain Computer Interface Systems For Neurorobotics: Methods And Applications;Victor Hugo C De Albuquerque
2017;Brain Computer Interface Systems For Neurorobotics: Methods And Applications;Robertas Dasmasevicius
2017;Brain Computer Interface Systems For Neurorobotics: Methods And Applications;Nuno M Garcia
2017;Brain Computer Interface Systems For Neurorobotics: Methods And Applications;Plácido Rogerio Pinheiro
2017;Brain Computer Interface Systems For Neurorobotics: Methods And Applications;Pedro P Rebouças Filho
2017;Cost-Effective Bandwidth Provisioning In Microwave Wireless Networks Under Unreliable Channel Conditions;Brigitte Jaumard
2017;Cost-Effective Bandwidth Provisioning In Microwave Wireless Networks Under Unreliable Channel Conditions;Mejdi Kaddour
2017;Cost-Effective Bandwidth Provisioning In Microwave Wireless Networks Under Unreliable Channel Conditions;Alvinice Kodjo
2017;Cost-Effective Bandwidth Provisioning In Microwave Wireless Networks Under Unreliable Channel Conditions;Napoleão Vieira Nepomuceno
2017;Cost-Effective Bandwidth Provisioning In Microwave Wireless Networks Under Unreliable Channel Conditions;David Coudert
2017;Dynamic Evaluation Of The Energy Efficiency Of Environments In Brazilian University Classrooms Using Dea;Samuel De Alencar Bezerra
2017;Dynamic Evaluation Of The Energy Efficiency Of Environments In Brazilian University Classrooms Using Dea;Francisco Jackson Dos Santos
2017;Dynamic Evaluation Of The Energy Efficiency Of Environments In Brazilian University Classrooms Using Dea;Plácido Rogerio Pinheiro
2017;Dynamic Evaluation Of The Energy Efficiency Of Environments In Brazilian University Classrooms Using Dea;Fábio Rocha Barbosa
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";Joségil J P De Araujo
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";Carlos Alberto Cabral Dos Santos
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";Carlos Almir Monteiro De Holanda
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";João Batista Furlan Duarte
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";Alvaro A Villa Ochoa
2017;"Energetic Analysis Of A Commercial Absorption Refrigeration Unit Using An Ammonia-Water Mixture&Lt;/B&Gt;";J C C Dutra
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Andreia Rodrigues Da Silva
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Plácido Rogerio Pinheiro
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Adriano Bessa Albuquerque
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Jonatas Barroso
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Andreia Silva
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Placido R Pinheiro
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Adriano Bessa Albuquerque
2017;Evaluation Of An Approach To Define Elicitation Guides Of Non-Functional Requirements;Jonatas Barroso
2017;Evaluation Of The Alzheimer's Disease Clinical Stages Under The Optics Of Hybrid Approaches In Verbal Decision Analysis;Plácido Rogerio Pinheiro
2017;Evaluation Of The Alzheimer's Disease Clinical Stages Under The Optics Of Hybrid Approaches In Verbal Decision Analysis;Isabele Tamanini
2017;Evaluation Of The Alzheimer's Disease Clinical Stages Under The Optics Of Hybrid Approaches In Verbal Decision Analysis;Míriam Caliópe Dantas Pinheiro
2017;Evaluation Of The Alzheimer's Disease Clinical Stages Under The Optics Of Hybrid Approaches In Verbal Decision Analysis;Victor Hugo C De Albuquerque
2017;Guest Editorial: Special Issue On Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);Maria Andréia Formico Rodrigues
2017;Guest Editorial: Special Issue On Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);Esteban Walter Gonzales Clua
2017;Guest Editorial: Special Issue On Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);Lynn R A Gama
2017;Guest Editorial: Special Issue On Selected Papers From The 14Th Brazilian Symposium On Games And Digital Entertainment (Sbgames 2015);André Luiz Battaiola
2017;Human Mobility In Large Cities As A Proxy For Crime;Carlos Caminha
2017;Human Mobility In Large Cities As A Proxy For Crime;Joao Jose Vasco Peixoto Furtado
2017;Human Mobility In Large Cities As A Proxy For Crime;Tarcisio H C Pequeno
2017;Human Mobility In Large Cities As A Proxy For Crime;Caio Ponte
2017;Human Mobility In Large Cities As A Proxy For Crime;Hygor P M Melo
2017;Human Mobility In Large Cities As A Proxy For Crime;Erneson A Oliveira
2017;Human Mobility In Large Cities As A Proxy For Crime;José S Andrade
2017;Learning The Sentiment Of Soccer Fans From Data On Bets And Social Nets;Rafael Bomfim
2017;Learning The Sentiment Of Soccer Fans From Data On Bets And Social Nets;Joao Jose Vasco Peixoto Furtado
2017;Model-Based Quantitative Network Security Metrics: A Survey;Alex Ramos
2017;Model-Based Quantitative Network Security Metrics: A Survey;Marcella Lazar
2017;Model-Based Quantitative Network Security Metrics: A Survey;Raimir Holanda Filho
2017;Model-Based Quantitative Network Security Metrics: A Survey;Joel J P C Rodrigues
2017;Novel And Powerful 3D Adaptive Crisp Active Contour Method Applied In The Segmentation Of Ct Lung Images;Pedrosa Pedrosa Rebouças Filho
2017;Novel And Powerful 3D Adaptive Crisp Active Contour Method Applied In The Segmentation Of Ct Lung Images;Paulo César Cortez
2017;Novel And Powerful 3D Adaptive Crisp Active Contour Method Applied In The Segmentation Of Ct Lung Images;Antonio Carlos Da Silva Barros
2017;Novel And Powerful 3D Adaptive Crisp Active Contour Method Applied In The Segmentation Of Ct Lung Images;Victor Hugo Costa De Albuquerque
2017;Novel And Powerful 3D Adaptive Crisp Active Contour Method Applied In The Segmentation Of Ct Lung Images;J M R S Tavares
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Rafael Silva
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Saulo Giovanni Castor Albuquerque
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Artur Muniz
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Pedro P R Filho
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Sidarta Ribeiro
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Plácido Rogerio Pinheiro
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Victor Hugo C De Albuquerque
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Rafael D De C Silva
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Saulo G C Albuquerque
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Artur De V Muniz
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Pedro P Rebouças Filho
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Sidarta Ribeiro
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Plácido Rogerio Pinheiro
2017;Reducing The Schizophrenia Stigma: A New Approach Based On Augmented Reality;Victor Hugo Costa De Albuquerque
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Marum Simão Filho
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Plácido Rogerio Pinheiro
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Adriano Albuquerque
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Marum Simão Filho
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Placido Pinheiro
2017;Task Assignment To Distributed Teams Aided By A Hybrid Methodology Of Verbal Decision Analysis;Adriano Bessa Albuquerque
2018;A Draw Call-Oriented Approach For Visibility Of Static And Dynamic Scenes With Large Number Of Triangles;Yvens Rebouças Serpa
2018;A Draw Call-Oriented Approach For Visibility Of Static And Dynamic Scenes With Large Number Of Triangles;Maria Andréia Formico Rodrigues
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;José V V Sobral
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;Joel J P C Rodrigues
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;Ricardo A L Rabelo
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;José C Lima Filho
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;Natanael Sousa
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;Harilton S Araujo
2018;A Framework For Enhancing The Performance Of Internet Of Things Applications Based On Rfid And Wsns;Raimir Holanda Filho
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Jaclason Veras
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Igor Silva
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Plácido Rogerio Pinheiro
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Ricardo Rabêlo
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Artur Veloso
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Fábbio Borges
2018;A Multi-Objective Demand Response Optimization Model For Scheduling Loads In A Home Energy Management System;Joel Rodrigues
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Roberto Munoz
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Rodrigo Olivares
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Carla Taramasco
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Rodolfo Villarroel
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Ricardo Soto
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;María Francisca Alonso-Sánchez
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Erick Merino
2018;A New Eeg Software That Supports Emotion Recognition By Using An Autonomous Approach;Victor Hugo Costa De Albuquerque
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Carla Taramasco
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Tomas Rodenas
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Felipe Martinez
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Paola Fuentes
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Roberto Munoz
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Rodrigo Olivares
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Victor Hugo Costa De Albuquerque
2018;A Novel Low-Cost Sensor Prototype For Nocturia Monitoring In Older People;Jacques Demongeot
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;Leandro B Marinho
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;Pedro P Rebouças Filho
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;Jefferson S Almeida
